Industry,Month,Revenue,Customers,Orders,Profit,Revenue_Lag_1,Revenue_Lag_2,Revenue_Lag_3
Transportation,2022-10-31,1716.879069989438,160.75072817413596,96.12290420232159,402.04852894067125,1809.5935576476516,1686.283880438394,1644.6994286877352
Transportation,2022-11-30,1737.8919631914912,175.91780087298704,103.00090834958367,509.6726402270072,1716.879069989438,1809.5935576476516,1686.283880438394
Transportation,2022-12-31,1310.8440590283526,152.9145429412845,104.209577689747,224.04150313668066,1737.8919631914912,1716.879069989438,1809.5935576476516
Transportation,2023-01-31,1947.122207940317,187.28340347411586,98.2949251372913,447.88971760553545,1310.8440590283526,1737.8919631914912,1716.879069989438
Transportation,2023-02-28,1816.133968287759,216.65880569724837,139.3520673498236,517.6112468216477,1947.122207940317,1310.8440590283526,1737.8919631914912
Transportation,2023-03-31,2337.0092835546516,211.11989293112057,121.4267330958746,608.7210489500588,1816.133968287759,1947.122207940317,1310.8440590283526
Transportation,2023-04-30,1915.757053347172,205.83567393816494,121.09815038131762,460.1982229593131,2337.0092835546516,1816.133968287759,1947.122207940317
Transportation,2023-05-31,2465.6676677881355,255.45203300853436,149.66155814692982,674.3834071152463,1915.757053347172,2337.0092835546516,1816.133968287759
Transportation,2023-06-30,2086.2996741094066,220.94867954982593,138.5002203095794,506.09759656165215,2465.6676677881355,1915.757053347172,2337.0092835546516
Transportation,2023-07-31,2508.795726750192,225.85730114731314,144.7546508804569,617.9538248653986,2086.2996741094066,2465.6676677881355,1915.757053347172
Transportation,2023-08-31,2369.3995901955923,257.920143536297,147.7086492163506,521.9268327307201,2508.795726750192,2086.2996741094066,2465.6676677881355
Transportation,2023-09-30,2185.925462304137,230.71274525732647,125.62335362943305,634.2210746752525,2369.3995901955923,2508.795726750192,2086.2996741094066
Transportation,2023-10-31,2131.852886384736,247.11441600427435,150.37882427459078,528.1275660026644,2185.925462304137,2369.3995901955923,2508.795726750192
Transportation,2023-11-30,2595.6755238040987,267.55027466745133,160.15381777622233,704.0839750518508,2131.852886384736,2185.925462304137,2369.3995901955923
Transportation,2023-12-31,2842.4193665370362,287.2479718829412,168.71266100762617,707.7575604482057,2595.6755238040987,2131.852886384736,2185.925462304137
Transportation,2024-01-31,2975.228770225687,263.3195091694362,144.50985128060458,780.9703972575576,2842.4193665370362,2595.6755238040987,2131.852886384736
Transportation,2024-02-29,3027.9430373747377,299.1146370104202,179.65312153690604,774.364844611768,2975.228770225687,2842.4193665370362,2595.6755238040987
Transportation,2024-03-31,2939.8435581006947,278.4182613020232,169.00940933219073,686.0422506444221,3027.9430373747377,2975.228770225687,2842.4193665370362
Transportation,2024-04-30,3269.090171451994,292.8573450604426,186.005963409522,840.9024169836507,2939.8435581006947,3027.9430373747377,2975.228770225687
Transportation,2024-05-31,3326.0452255775467,352.25834223666493,228.00974978662472,882.2298096452932,3269.090171451994,2939.8435581006947,3027.9430373747377
Transportation,2024-06-30,2899.680367926139,264.37649745789986,152.37771269778312,726.2246444920764,3326.0452255775467,3269.090171451994,2939.8435581006947
Transportation,2024-07-31,3590.1106486491026,344.49618860184097,208.56538080587538,859.7585155446095,2899.680367926139,3326.0452255775467,3269.090171451994
Transportation,2024-08-31,3411.6373195897895,313.0305100220145,178.58597355209963,785.3250996166307,3590.1106486491026,2899.680367926139,3326.0452255775467
Transportation,2024-09-30,3427.4839602035768,363.8212319525145,208.79875028318926,988.4900932927637,3411.6373195897895,3590.1106486491026,2899.680367926139
Transportation,2024-10-31,3904.9253168715695,394.1892541610544,227.9299746948205,1011.246823188342,3427.4839602035768,3411.6373195897895,3590.1106486491026
Transportation,2024-11-30,3751.134260341444,377.55362232705164,252.1330187789189,932.9805700991285,3904.9253168715695,3427.4839602035768,3411.6373195897895
Transportation,2024-12-31,4299.213359979333,415.8578074954156,249.16479959227973,1163.3433717766088,3751.134260341444,3904.9253168715695,3427.4839602035768
